id,description,neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,description_clean,desc_word_count,log_price,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price_norm,geo_cluster
613573252380942207,Centrally located studio that will make you feel like at home. This lovely unit is on the <br />ground floor of the grand Victorian building.,Castro/Upper Market,37.76702,-122.42845,Entire home/apt,2,11,4.64,t,0,319,39,centrally located studio that will make you feel like at home this lovely unit is on the  ground floor of the grand victorian building,24,4.634728988229636,0.0,0.5,1.0,0.2735632370773254,6
613738687146543070,"Kick back and relax in this calm, quiet urban retreat. Newly remodeled two bedroom , large living/work area and luxury bathroom. Small patio in front.<br />Newly renovated private two bedroom(One King size bed, One Full size bed) suite with top of the line amenities. Located between Noe Valley and the Castro, grocery stores,  restaurants and cafes  within easy walking distance.",Noe Valley,37.75469,-122.43738,Entire home/apt,4,147,4.96,t,8,11,41,kick back and relax in this calm quiet urban retreat newly remodeled two bedroom  large livingwork area and luxury bathroom small patio in front newly renovated private two bedroomone king size bed one full size bed suite with top of the line amenities located between noe valley and the castro grocery stores  restaurants and cafes  within easy walking distance,59,5.5053315359323625,0.5,0.25,0.5,0.4614744098349121,21
614668383099671501,Forget your worries in this spacious and serene space.,Crocker Amazon,37.70911,-122.44886,Private room,1,3,5.0,f,18,353,43,forget your worries in this spacious and serene space,9,3.784189633918261,1.0,2.0,1.0,0.08998251132954747,12
614712209601998014,"**Please read all details about the house before booking including guest access and guest interaction!** <br /><br />Built in 1899, this stunning and spacious Victorian home is as authentic San Francisco as you can get. A block away from the historic corner of Haight and Ashbury you can walk to shops, restaurants, parks and entertainment. Tucked on a slow street with plenty of space this is the perfect getaway for you and your family or a group of friends looking to experience authentic San Francisco.",Haight Ashbury,37.77196,-122.44437,Entire home/apt,8,56,4.93,t,3,261,62,please read all details about the house before booking including guest access and guest interaction   built in 1899 this stunning and spacious victorian home is as authentic san francisco as you can get a block away from the historic corner of haight and ashbury you can walk to shops restaurants parks and entertainment tucked on a slow street with plenty of space this is the perfect getaway for you and your family or a group of friends looking to experience authentic san francisco,83,6.19644412779452,0.375,0.3125,0.375,0.6106444047850047,24
614766482817791301,"The whole group will enjoy easy access to everything from this centrally located place.3 blocks from the beach, 3 blocks from devil’s teeth bakery, 1.5 mile from the zoo and golden gate park. Bus is at the corner of the block and the train to downtown is 4 blocks away. 2 bedroom in-law with 1 bathroom located outside the bedroom and one bathroom in-suite. Kitchenette has full size fridge, microwave, toaster oven and a portable stove.  If you need a rental car, let me know. I have 2 cars on Turo",Outer Sunset,37.75039,-122.50602,Entire home/apt,5,69,4.46,f,5,89,35,the whole group will enjoy easy access to everything from this centrally located place3 blocks from the beach 3 blocks from devils teeth bakery 15 mile from the zoo and golden gate park bus is at the corner of the block and the train to downtown is 4 blocks away 2 bedroom inlaw with 1 bathroom located outside the bedroom and one bathroom insuite kitchenette has full size fridge microwave toaster oven and a portable stove  if you need a rental car let me know i have 2 cars on turo,91,4.948759890378168,0.4,0.4,0.6,0.34134378201205384,17
615447382310622346,"🌟Welcome to your bright, cozy private room in Portola, San Francisco!<br /><br />🚨 Note: Shared space & stairs to access Airbnb<br /><br />This shared home is safe, clean, and located near many SF attractions:<br /><br />🚗 25 min – Golden Gate Bridge & Fisherman’s Wharf<br />🚗 15 min – Chinatown, SFO Airport & Downtown SF<br /><br />🚙 Free street parking in the neighborhood. 🧹Check signs for weekly street cleaning<br /><br />🚌 Public transit? The nearest bus stop is 2 blocks away for easy public transportation access!<br /><br />Enjoy your stay! ☺️",Excelsior,37.73111,-122.41482,Private room,2,182,4.92,t,10,322,41,welcome to your bright cozy private room in portola san francisco   note shared space  stairs to access airbnb  this shared home is safe clean and located near many sf attractions   25 min  golden gate bridge  fishermans wharf  15 min  chinatown sfo airport  downtown sf   free street parking in the neighborhood check signs for weekly street cleaning   public transit the nearest bus stop is 2 blocks away for easy public transportation access  enjoy your stay,74,4.0943445622221,0.5,0.75,0.5,0.15692646465004745,2
616256864598561297,"Location, location, location. The whole group will enjoy easy access to everything from this centrally located place.",Western Addition,37.774364,-122.431107,Entire home/apt,6,33,4.88,t,0,210,28,location location location the whole group will enjoy easy access to everything from this centrally located place,17,5.556828061699537,0.5,0.16666666666666666,0.5,0.47258943881729376,6
616539927947675393,Fire? Flood? Relocating? This exquisitely designed 3/br + 1.5/ba home has been meticulously renovated and is perfect for any family seeking furnished housing. and redesigned.,Haight Ashbury,37.771351,-122.442619,Entire home/apt,4,1,5.0,f,21,274,4,fire flood relocating this exquisitely designed 3br  15ba home has been meticulously renovated and is perfect for any family seeking furnished housing and redesigned,24,6.161207321695077,0.75,0.375,0.75,0.6030388796508892,24
617484890263976639,"We are:<br />- 25 mins walk to Kaiser Permanente San Francisco Medical Center<br />- 13 mins walk to St. Mary's Medical Center<br />- 6 mins drive to UCSF<br />- 2 blocks away from Geary Blvd which has a bunch of restaurants, cafes, supermarkets etc<br />- 2 blocks away from Golden Gate Park<br /><br />Anyway great location, please check Anza St & 2nd Ave, SF",Inner Richmond,37.77749,-122.45892,Private room,1,105,4.67,f,1,325,23,we are  25 mins walk to kaiser permanente san francisco medical center  13 mins walk to st marys medical center  6 mins drive to ucsf  2 blocks away from geary blvd which has a bunch of restaurants cafes supermarkets etc  2 blocks away from golden gate park  anyway great location please check anza st  2nd ave sf,57,3.8066624897703196,1.0,1.0,1.0,0.09483306076742307,24
617486252339953334,"We are:<br />- 25 mins walk to Kaiser Permanente San Francisco Medical Center<br />- 13 mins walk to St. Mary's Medical Center<br />- 6 mins drive to UCSF<br />- 2 blocks away from Geary Blvd which has a bunch of restaurants, cafes, supermarkets etc<br />- 2 blocks away from Golden Gate Park<br /><br />Anyway great location, please check Anza St & 2nd Ave, SF",Inner Richmond,37.77781,-122.45916,Private room,1,95,4.69,f,4,329,24,we are  25 mins walk to kaiser permanente san francisco medical center  13 mins walk to st marys medical center  6 mins drive to ucsf  2 blocks away from geary blvd which has a bunch of restaurants cafes supermarkets etc  2 blocks away from golden gate park  anyway great location please check anza st  2nd ave sf,57,3.970291913552122,1.0,1.0,1.0,0.13015089552637404,24
618044012093300557,"Price is negotiable depending on payment. <br /><br />Located in outer mission district near McLaren Park. 10 min away from the Mission, 20 min from downtown. BART (subway) is 10 min away.<br /><br />- Perfect with Kids or 1 or 2 couples. Safe and quiet. One queen bed (2 people), One sofa queen bed (2 people), and one mattress available for an extra person. We provide a crib for an infant.<br /><br />- UTILITIES: $300 up front and we give you back what you don't use.<br />- CLEANING: $200/month.",Excelsior,37.720047566714655,-122.43056138444187,Entire home/apt,5,3,5.0,t,1,144,48,price is negotiable depending on payment   located in outer mission district near mclaren park 10 min away from the mission 20 min from downtown bart subway is 10 min away   perfect with kids or 1 or 2 couples safe and quiet one queen bed 2 people one sofa queen bed 2 people and one mattress available for an extra person we provide a crib for an infant   utilities 300 up front and we give you back what you dont use  cleaning 200month,82,4.700480365792417,0.4,0.4,0.4,0.2877550384921633,12
